keyword,volume,kd,cpc,competition,intent,intent_secondary,seed
the auditor general of canada,590,19,0.46,LOW,navigational,,executive chair
office,110000,98,0.79,LOW,informational,,reception desk
desk,33100,0,1.18,HIGH,transactional,informational,reception desk
office chair,33100,16,1.68,HIGH,transactional,,reception desk
office space,18100,23,8.03,LOW,commercial,informational,reception desk
standing desk,18100,5,2.73,HIGH,transactional,,reception desk
desk chair,9900,9,1.05,HIGH,transactional,,reception desk
computer desk,9900,2,0.97,HIGH,transactional,,reception desk
office desk,9900,0,3.16,HIGH,transactional,,reception desk
ergonomic office chair,9900,2,2.01,HIGH,transactional,,reception desk
gaming desk,8100,0,1.3,HIGH,transactional,,reception desk
the office movers,8100,6,,LOW,commercial,,reception desk
open office,8100,70,0.78,LOW,informational,navigational,reception desk
the office moving,8100,5,,LOW,navigational,"informational,commercial",reception desk
l shaped desk,8100,0,2.03,HIGH,transactional,,reception desk
staples office chairs,6600,0,0.91,HIGH,transactional,,reception desk
desk lamp,6600,0,0.58,HIGH,transactional,,reception desk
corner desk,5400,0,1.05,HIGH,transactional,,reception desk
office furniture,5400,3,15.72,HIGH,transactional,commercial,reception desk
vanity desk,4400,0,0.62,HIGH,transactional,,reception desk
best office chairs,4400,17,3.77,HIGH,commercial,transactional,reception desk
desk organizer,4400,0,0.79,HIGH,transactional,,reception desk
erin office,4400,17,,LOW,navigational,,reception desk
source office furniture,4400,13,1.1,HIGH,navigational,,reception desk
sit stand desk,4400,0,3.39,HIGH,transactional,,reception desk
office pools guest,4400,15,0.03,LOW,navigational,,reception desk
under desk treadmill,3600,3,1.05,HIGH,transactional,,reception desk
office customization tool,3600,15,3.95,LOW,informational,"commercial,navigational",reception desk
small desk,3600,3,0.69,HIGH,transactional,,reception desk
cocobolo desk,3600,0,0.34,MEDIUM,transactional,,reception desk
monk office,3600,9,4.5,LOW,informational,navigational,reception desk
lap desk,3600,0,0.46,HIGH,transactional,,reception desk
desk mat,3600,0,0.82,HIGH,transactional,,reception desk
cabinet salon,3600,0,0.17,LOW,navigational,commercial,reception desk
return to office,2900,0,,LOW,informational,,reception desk
murphy bed with desk,2900,0,0.83,HIGH,transactional,,reception desk
loft bed with desk,2900,0,0.79,HIGH,transactional,,reception desk
kids desk,2900,0,0.75,HIGH,transactional,,reception desk
the office grind,2900,0,0.05,LOW,informational,,reception desk
wooden desk,2900,0,1.1,HIGH,transactional,,reception desk
home office desk,2900,0,2.04,HIGH,transactional,,reception desk
office chairs canada,2900,0,3.01,HIGH,navigational,"commercial,transactional",reception desk
toby office,2900,13,,LOW,navigational,,reception desk
creed bratton office,2900,11,,LOW,navigational,,reception desk
white desk,2400,0,1.04,HIGH,transactional,,reception desk
standing desk canada,2400,0,5.66,HIGH,commercial,"navigational,transactional",reception desk
lazyboy office chair,2400,0,1.5,HIGH,transactional,,reception desk
standing desks canada,2400,0,5.66,HIGH,commercial,"navigational,transactional",reception desk
the brick corporate office,2400,0,1.08,LOW,navigational,,reception desk
desk treadmill,2400,1,0.83,HIGH,transactional,,reception desk
home office ideas,1900,23,0.86,HIGH,informational,,reception desk
desk with drawers,1900,0,0.9,HIGH,transactional,,reception desk
stand up desk,1900,12,3.59,HIGH,transactional,,reception desk
desk shelf,1900,0,0.69,HIGH,transactional,,reception desk
secret labs desk,1900,19,0.65,HIGH,transactional,,reception desk
your dream desk,1900,9,0.59,LOW,informational,"transactional,commercial",reception desk
zoho desk,1900,33,30.07,LOW,transactional,,reception desk
office unicity,1900,0,,LOW,navigational,,reception desk
kids desk chair,1900,0,0.64,HIGH,transactional,,reception desk
school desk,1900,0,1.17,MEDIUM,informational,"transactional,navigational",reception desk
walmart desk,1900,0,0.18,HIGH,transactional,,reception desk
home office,1900,50,1.53,HIGH,informational,,reception desk
height adjustable desk,1900,3,1.61,HIGH,transactional,,reception desk
staples desks,1900,5,1.27,HIGH,transactional,,reception desk
office table,1900,0,1.87,HIGH,transactional,,reception desk
structube desks,1900,0,0.67,HIGH,transactional,navigational,reception desk
denis office supplies,1900,0,5.32,LOW,navigational,,reception desk
office chair mat,1900,0,1.15,HIGH,transactional,,reception desk
gabe office,1900,12,,LOW,navigational,,reception desk
desk pad,1900,0,0.71,HIGH,transactional,,reception desk
herman miller office chair,1900,6,1.78,HIGH,transactional,,reception desk
wayfair desks,1600,0,1.11,HIGH,navigational,transactional,reception desk
flexispot standing desk,1600,0,1.51,HIGH,transactional,,reception desk
desk fan,1600,0,0.61,HIGH,transactional,,reception desk
best ergonomic office chair,1600,14,3.97,HIGH,commercial,transactional,reception desk
office background,1600,0,0.17,LOW,informational,commercial,reception desk
heritage office furnishings,1600,8,12.49,LOW,navigational,,reception desk
desk with hutch,1600,0,0.88,HIGH,transactional,,reception desk
meredith office,1600,22,,LOW,navigational,,reception desk
office chair sale,1600,0,1.03,HIGH,transactional,,reception desk
bunk bed with desk,1600,0,0.64,HIGH,transactional,,reception desk
metropolitan office,1600,17,,LOW,navigational,,reception desk
writing desk,1600,0,0.85,HIGH,transactional,,reception desk
study desk,1600,0,0.58,HIGH,transactional,informational,reception desk
office cleaning,1600,16,7.44,LOW,informational,,reception desk
out of office,1600,11,0.21,LOW,informational,,reception desk
electric standing desk,1600,0,1.85,HIGH,transactional,,reception desk
foot rest under desk,1600,0,0.71,HIGH,transactional,,reception desk
monitor stand for desk,1600,0,1.19,HIGH,transactional,,reception desk
secretary desk,1600,0,0.7,HIGH,transactional,,reception desk
laptop stand for desk,1600,2,0.65,HIGH,transactional,,reception desk
desk riser,1300,0,1.25,HIGH,transactional,,reception desk
office chairs canadian tire,1300,0,0.67,HIGH,navigational,transactional,reception desk
work desk,1300,0,1.31,HIGH,transactional,informational,reception desk
office chair no wheels,1300,0,1.06,HIGH,transactional,,reception desk
folding desk,1300,0,0.61,HIGH,transactional,,reception desk
outlook out of office,1300,7,,LOW,informational,,reception desk
walmart office chairs,1300,9,0.31,HIGH,transactional,,reception desk
executive desk,1300,0,2.94,HIGH,navigational,informational,reception desk
christie's office plus,1300,0,0.19,LOW,navigational,"informational,commercial",reception desk
madill office,1300,0,21.84,LOW,navigational,,reception desk
desk risers,1300,0,1.25,HIGH,transactional,,reception desk
office cubicle,1300,0,12.02,HIGH,transactional,,reception desk
suite office,1300,57,2.19,MEDIUM,navigational,,reception desk
darryl office,1300,16,,LOW,navigational,,reception desk
karen office,1300,9,,LOW,navigational,"informational,commercial",reception desk
office decor,1300,0,0.67,HIGH,commercial,"transactional,informational",reception desk
standing desk converter,1300,0,1.51,HIGH,transactional,,reception desk
roll top desk,1300,0,0.54,HIGH,transactional,,reception desk
office for men,1300,0,0.25,HIGH,informational,commercial,reception desk
desk for sale,1300,0,1.26,HIGH,transactional,,reception desk
office move pro,1300,5,3.63,LOW,transactional,commercial,reception desk
standard desk height,1300,0,1.01,MEDIUM,informational,,reception desk
office building,1000,11,3.75,LOW,informational,"navigational,commercial",reception desk
wall mounted desk,1000,0,0.72,HIGH,transactional,,reception desk
structube office chair,1000,0,0.55,HIGH,transactional,,reception desk
makeup desks,1000,0,0.69,HIGH,transactional,"navigational,commercial",reception desk
adjustable standing desk,1000,0,2.83,HIGH,transactional,,reception desk
mose office,1000,4,,LOW,navigational,,reception desk
source office furniture edmonton,1000,0,1.22,MEDIUM,navigational,,reception desk
vanity desk mirror,1000,0,0.67,HIGH,transactional,,reception desk
vanity desk with mirror,1000,0,0.67,HIGH,transactional,,reception desk
ergonomic desk,1000,0,2.76,HIGH,transactional,,reception desk
bed desk,1000,0,0.43,HIGH,transactional,,reception desk
floating desk,1000,0,0.57,HIGH,transactional,,reception desk
the office dinner party,1000,16,,LOW,informational,,reception desk
office chair amazon,1000,0,0.5,HIGH,transactional,,reception desk
dinner party office,1000,9,,LOW,commercial,"informational,transactional",reception desk
desk accessories,1000,0,0.89,HIGH,transactional,,reception desk
gaming desks,1000,0,1.79,HIGH,transactional,,reception desk
td return to office,1000,3,,LOW,informational,navigational,reception desk
desk height,1000,0,1.6,HIGH,informational,transactional,reception desk
desk calendar,1000,0,0.64,HIGH,transactional,informational,reception desk
ergonomic desk chair,1000,0,2.22,HIGH,transactional,,reception desk
comfortable office chair,1000,14,1.51,HIGH,transactional,,reception desk
desk with storage,1000,0,0.78,HIGH,transactional,,reception desk
uplift desk,1000,17,1.68,HIGH,transactional,,reception desk
dinner party the office,1000,15,,LOW,commercial,informational,reception desk
desk foot rest,1000,0,0.71,HIGH,transactional,,reception desk
makeup desk,1000,0,0.69,HIGH,transactional,,reception desk
leather office chair,1000,0,2.25,HIGH,transactional,,reception desk
small computer desk,1000,0,0.65,HIGH,transactional,,reception desk
desk with bookshelf,1000,0,0.67,HIGH,transactional,,reception desk
desk drawer,1000,0,1.02,HIGH,transactional,,reception desk
sit stand desk canada,1000,0,5.5,HIGH,navigational,,reception desk
office chair cushion,1000,0,0.7,HIGH,transactional,,reception desk
white office chair,1000,0,1.45,HIGH,transactional,,reception desk
office clothes men,1000,0,1.26,HIGH,transactional,"commercial,informational",reception desk
desk for makeup,1000,0,0.69,HIGH,transactional,,reception desk
best standing desk,880,8,5.64,HIGH,commercial,transactional,reception desk
best buy office chairs,880,3,0.99,HIGH,transactional,,reception desk
woodcroft strata office,880,0,7.93,LOW,navigational,,reception desk
office trailer,880,0,11.48,MEDIUM,informational,commercial,reception desk
meme office,880,0,,LOW,navigational,informational,reception desk
corner desk small,880,0,0.82,HIGH,transactional,,reception desk
home office chair,880,21,1.93,HIGH,transactional,,reception desk
amazon desk,880,0,0.28,HIGH,navigational,transactional,reception desk
wall desk,880,0,0.89,HIGH,transactional,,reception desk
under desk drawer,880,0,1,HIGH,transactional,,reception desk
black desk,880,0,1.59,HIGH,transactional,,reception desk
office chair ergonomic,880,11,2.64,HIGH,transactional,,reception desk
oval office desk,880,13,1.11,LOW,navigational,,reception desk
desk light,880,0,0.59,HIGH,transactional,,reception desk
desk legs,880,0,0.54,HIGH,transactional,,reception desk
dual monitor desk mount,880,2,1.39,HIGH,transactional,,reception desk
used office furniture,880,0,2.41,MEDIUM,transactional,,reception desk
supreme office supplies,880,4,2.17,LOW,navigational,transactional,reception desk
best buy standing desk,880,0,0.47,HIGH,transactional,,reception desk
l-shaped office desk,880,0,3.51,HIGH,transactional,,reception desk
computer desk with drawers,880,0,0.91,HIGH,transactional,,reception desk
office chair mat for carpet,880,0,0.9,HIGH,transactional,,reception desk
office interiors,880,21,7.83,MEDIUM,informational,commercial,reception desk
best office chairs canada,880,30,3.73,HIGH,commercial,,reception desk
office decor ideas,880,8,0.72,HIGH,informational,,reception desk
under desk bike,880,0,0.34,HIGH,transactional,,reception desk
resolute desk,880,14,1.11,LOW,transactional,,reception desk
computer desk canada,880,0,1.97,HIGH,navigational,,reception desk
best office,880,3,2.86,MEDIUM,navigational,"informational,commercial",reception desk
progressive desk,880,0,3.27,HIGH,transactional,,reception desk
source office furniture calgary,880,0,1.26,MEDIUM,navigational,,reception desk
amazon standing desk,880,0,0.57,HIGH,transactional,,reception desk
office setup,720,25,1.96,HIGH,commercial,"transactional,informational",reception desk
electric desk,720,0,1.15,HIGH,transactional,,reception desk
standing desk with drawers,720,1,2.03,HIGH,transactional,,reception desk
lumbar support for office chair,720,0,0.94,HIGH,transactional,,reception desk
desk table,720,0,0.89,HIGH,transactional,,reception desk
cheap office chairs,720,1,0.93,HIGH,transactional,,reception desk
comfy office chair,720,7,0.9,HIGH,transactional,,reception desk
drawing desk,720,0,0.59,HIGH,transactional,informational,reception desk
white desk with drawers,720,0,1,HIGH,transactional,,reception desk
office work,720,14,1.44,LOW,informational,,reception desk
l shaped standing desk,720,0,3.27,HIGH,transactional,,reception desk
intelligent office,720,12,2.82,LOW,navigational,informational,reception desk
office pods,720,1,10.03,HIGH,transactional,,reception desk
home office design,720,27,1.33,HIGH,informational,commercial,reception desk
drop top desk,720,0,0.38,HIGH,transactional,,reception desk
adjustable height desk,720,4,2.96,HIGH,transactional,,reception desk
mesh office chair,720,0,2.4,HIGH,transactional,,reception desk
student desk,720,0,0.72,HIGH,navigational,,reception desk
pink office chair,720,0,0.9,HIGH,transactional,,reception desk
office cabinet,720,0,3.17,HIGH,transactional,,reception desk
office,110000,98,0.79,LOW,informational,,heavy duty office chair
office chair,33100,16,1.68,HIGH,transactional,,heavy duty office chair
chair,27100,14,0.85,HIGH,transactional,informational,heavy duty office chair
office space,18100,23,8.03,LOW,commercial,informational,heavy duty office chair
ergonomic chairs,14800,4,1.77,HIGH,transactional,,heavy duty office chair
ergonomic chair,14800,1,1.76,HIGH,transactional,,heavy duty office chair
desk chair,9900,9,1.05,HIGH,transactional,,heavy duty office chair
office desk,9900,0,3.16,HIGH,transactional,,heavy duty office chair
ergonomic office chair,9900,2,2.01,HIGH,transactional,,heavy duty office chair
the office movers,8100,6,,LOW,commercial,,heavy duty office chair
open office,8100,70,0.78,LOW,informational,navigational,heavy duty office chair
the office moving,8100,5,,LOW,navigational,"informational,commercial",heavy duty office chair
staples office chairs,6600,0,0.91,HIGH,transactional,,heavy duty office chair
office furniture,5400,3,15.72,HIGH,transactional,commercial,heavy duty office chair
computer chair,5400,10,0.97,HIGH,transactional,,heavy duty office chair
secret labs chair,5400,23,0.44,HIGH,transactional,,heavy duty office chair
best office chairs,4400,17,3.77,HIGH,commercial,transactional,heavy duty office chair
erin office,4400,17,,LOW,navigational,,heavy duty office chair
source office furniture,4400,13,1.1,HIGH,navigational,,heavy duty office chair
sit stand desk,4400,0,3.39,HIGH,transactional,,heavy duty office chair
office pools guest,4400,15,0.03,LOW,navigational,,heavy duty office chair
office customization tool,3600,15,3.95,LOW,informational,"commercial,navigational",heavy duty office chair
monk office,3600,9,4.5,LOW,informational,navigational,heavy duty office chair
return to office,2900,0,,LOW,informational,,heavy duty office chair
the office grind,2900,0,0.05,LOW,informational,,heavy duty office chair
home office desk,2900,0,2.04,HIGH,transactional,,heavy duty office chair
office chairs canada,2900,0,3.01,HIGH,navigational,"commercial,transactional",heavy duty office chair
structube chairs,2900,0,0.28,HIGH,transactional,,heavy duty office chair
toby office,2900,13,,LOW,navigational,,heavy duty office chair
creed bratton office,2900,11,,LOW,navigational,,heavy duty office chair
standing desk canada,2400,0,5.66,HIGH,commercial,"navigational,transactional",heavy duty office chair
lazyboy office chair,2400,0,1.5,HIGH,transactional,,heavy duty office chair
standing desks canada,2400,0,5.66,HIGH,commercial,"navigational,transactional",heavy duty office chair
the brick corporate office,2400,0,1.08,LOW,navigational,,heavy duty office chair
home office ideas,1900,23,0.86,HIGH,informational,,heavy duty office chair
office unicity,1900,0,,LOW,navigational,,heavy duty office chair
kids desk chair,1900,0,0.64,HIGH,transactional,,heavy duty office chair
home office,1900,50,1.53,HIGH,informational,,heavy duty office chair
office table,1900,0,1.87,HIGH,transactional,,heavy duty office chair
denis office supplies,1900,0,5.32,LOW,navigational,,heavy duty office chair
office chair mat,1900,0,1.15,HIGH,transactional,,heavy duty office chair
gabe office,1900,12,,LOW,navigational,,heavy duty office chair
herman miller office chair,1900,6,1.78,HIGH,transactional,,heavy duty office chair
best ergonomic office chair,1600,14,3.97,HIGH,commercial,transactional,heavy duty office chair
office background,1600,0,0.17,LOW,informational,commercial,heavy duty office chair
heritage office furnishings,1600,8,12.49,LOW,navigational,,heavy duty office chair
meredith office,1600,22,,LOW,navigational,,heavy duty office chair
office chair sale,1600,0,1.03,HIGH,transactional,,heavy duty office chair
metropolitan office,1600,17,,LOW,navigational,,heavy duty office chair
office cleaning,1600,16,7.44,LOW,informational,,heavy duty office chair
out of office,1600,11,0.21,LOW,informational,,heavy duty office chair
chair source,1600,0,4.54,HIGH,informational,,heavy duty office chair
office chairs canadian tire,1300,0,0.67,HIGH,navigational,transactional,heavy duty office chair
office chair no wheels,1300,0,1.06,HIGH,transactional,,heavy duty office chair
outlook out of office,1300,7,,LOW,informational,,heavy duty office chair
walmart office chairs,1300,9,0.31,HIGH,transactional,,heavy duty office chair
christie's office plus,1300,0,0.19,LOW,navigational,"informational,commercial",heavy duty office chair
madill office,1300,0,21.84,LOW,navigational,,heavy duty office chair
office cubicle,1300,0,12.02,HIGH,transactional,,heavy duty office chair
suite office,1300,57,2.19,MEDIUM,navigational,,heavy duty office chair
darryl office,1300,16,,LOW,navigational,,heavy duty office chair
karen office,1300,9,,LOW,navigational,"informational,commercial",heavy duty office chair
office decor,1300,0,0.67,HIGH,commercial,"transactional,informational",heavy duty office chair
office for men,1300,0,0.25,HIGH,informational,commercial,heavy duty office chair
office move pro,1300,5,3.63,LOW,transactional,commercial,heavy duty office chair
office building,1000,11,3.75,LOW,informational,"navigational,commercial",heavy duty office chair
structube office chair,1000,0,0.55,HIGH,transactional,,heavy duty office chair
mose office,1000,4,,LOW,navigational,,heavy duty office chair
source office furniture edmonton,1000,0,1.22,MEDIUM,navigational,,heavy duty office chair
the office dinner party,1000,16,,LOW,informational,,heavy duty office chair
office chair amazon,1000,0,0.5,HIGH,transactional,,heavy duty office chair
dinner party office,1000,9,,LOW,commercial,"informational,transactional",heavy duty office chair
td return to office,1000,3,,LOW,informational,navigational,heavy duty office chair
ergonomic desk chair,1000,0,2.22,HIGH,transactional,,heavy duty office chair
comfortable office chair,1000,14,1.51,HIGH,transactional,,heavy duty office chair
ergocentric chairs,1000,9,1.59,HIGH,transactional,,heavy duty office chair
dinner party the office,1000,15,,LOW,commercial,informational,heavy duty office chair
leather office chair,1000,0,2.25,HIGH,transactional,,heavy duty office chair
sit stand desk canada,1000,0,5.5,HIGH,navigational,,heavy duty office chair
office chair cushion,1000,0,0.7,HIGH,transactional,,heavy duty office chair
white office chair,1000,0,1.45,HIGH,transactional,,heavy duty office chair
office clothes men,1000,0,1.26,HIGH,transactional,"commercial,informational",heavy duty office chair
best buy office chairs,880,3,0.99,HIGH,transactional,,heavy duty office chair
woodcroft strata office,880,0,7.93,LOW,navigational,,heavy duty office chair
office trailer,880,0,11.48,MEDIUM,informational,commercial,heavy duty office chair
meme office,880,0,,LOW,navigational,informational,heavy duty office chair
home office chair,880,21,1.93,HIGH,transactional,,heavy duty office chair
office chair ergonomic,880,11,2.64,HIGH,transactional,,heavy duty office chair
oval office desk,880,13,1.11,LOW,navigational,,heavy duty office chair
used office furniture,880,0,2.41,MEDIUM,transactional,,heavy duty office chair
supreme office supplies,880,4,2.17,LOW,navigational,transactional,heavy duty office chair
l-shaped office desk,880,0,3.51,HIGH,transactional,,heavy duty office chair
office chair mat for carpet,880,0,0.9,HIGH,transactional,,heavy duty office chair
office interiors,880,21,7.83,MEDIUM,informational,commercial,heavy duty office chair
best office chairs canada,880,30,3.73,HIGH,commercial,,heavy duty office chair
office decor ideas,880,8,0.72,HIGH,informational,,heavy duty office chair
study chair,880,7,0.47,HIGH,transactional,,heavy duty office chair
computer desk canada,880,0,1.97,HIGH,navigational,,heavy duty office chair
best office,880,3,2.86,MEDIUM,navigational,"informational,commercial",heavy duty office chair
source office furniture calgary,880,0,1.26,MEDIUM,navigational,,heavy duty office chair
office setup,720,25,1.96,HIGH,commercial,"transactional,informational",heavy duty office chair
lumbar support for office chair,720,0,0.94,HIGH,transactional,,heavy duty office chair
cheap office chairs,720,1,0.93,HIGH,transactional,,heavy duty office chair
comfy office chair,720,7,0.9,HIGH,transactional,,heavy duty office chair
office work,720,14,1.44,LOW,informational,,heavy duty office chair
intelligent office,720,12,2.82,LOW,navigational,informational,heavy duty office chair
office pods,720,1,10.03,HIGH,transactional,,heavy duty office chair
home office design,720,27,1.33,HIGH,informational,commercial,heavy duty office chair
mesh office chair,720,0,2.4,HIGH,transactional,,heavy duty office chair
muskoka chair plans,720,0,0.61,HIGH,informational,"commercial,transactional",heavy duty office chair
pink office chair,720,0,0.9,HIGH,transactional,,heavy duty office chair
office cabinet,720,0,3.17,HIGH,transactional,,heavy duty office chair
the office lego set,720,0,0.22,HIGH,transactional,,heavy duty office chair
reclining office chair,720,0,1.16,HIGH,transactional,,heavy duty office chair
office chairs calgary,720,0,2.4,HIGH,navigational,,heavy duty office chair
co-op office,720,51,2.37,LOW,navigational,,heavy duty office chair
office chair with footrest,720,0,1.24,HIGH,transactional,,heavy duty office chair
office party,720,32,,LOW,informational,,heavy duty office chair
used office furniture calgary,720,0,1.04,HIGH,commercial,transactional,heavy duty office chair
massage office chair,720,0,1.38,HIGH,transactional,,heavy duty office chair
razer chair,720,0,0.67,HIGH,transactional,,heavy duty office chair
office desk canada,720,0,5.43,HIGH,navigational,commercial,heavy duty office chair
office chair wheels,720,0,0.84,HIGH,transactional,,heavy duty office chair
small office desk,720,0,1.16,HIGH,transactional,,heavy duty office chair
office suite,720,46,1.74,MEDIUM,transactional,"informational,navigational",heavy duty office chair
small office home office definition,720,1,,LOW,informational,,heavy duty office chair
computer chairs on sale,720,0,0.61,HIGH,transactional,,heavy duty office chair
office furniture calgary,720,0,4.49,HIGH,navigational,,heavy duty office chair
most comfortable office chair,590,19,1.77,HIGH,informational,commercial,heavy duty office chair
office plants,590,3,1.1,HIGH,transactional,commercial,heavy duty office chair
steelcase office chair,590,4,2.7,HIGH,transactional,,heavy duty office chair
trellis main office,590,13,,LOW,navigational,,heavy duty office chair
wayfair office chair,590,0,1.78,HIGH,transactional,navigational,heavy duty office chair
mobile office,590,0,9.46,MEDIUM,transactional,,heavy duty office chair
office chairs edmonton,590,0,2.03,HIGH,navigational,"commercial,transactional",heavy duty office chair
office desk with drawers,590,0,2.34,HIGH,transactional,,heavy duty office chair
office chairs toronto,590,0,4.6,HIGH,navigational,commercial,heavy duty office chair
used office chairs,590,0,2.1,HIGH,transactional,,heavy duty office chair
office moving,590,0,5.04,LOW,commercial,,heavy duty office chair
home office furniture,590,0,2.15,HIGH,transactional,"navigational,commercial",heavy duty office chair
work chair,590,8,2.73,HIGH,transactional,,heavy duty office chair
comfy desk chair,590,13,0.6,HIGH,transactional,,heavy duty office chair
office furniture stores,590,1,5.26,LOW,commercial,,heavy duty office chair
gaming desk chair,590,15,0.92,HIGH,transactional,,heavy duty office chair
office storage,590,0,1.85,HIGH,transactional,commercial,heavy duty office chair
task chair,590,0,3.07,HIGH,transactional,,heavy duty office chair
office chair cover,590,0,0.42,HIGH,transactional,,heavy duty office chair
mcm chair,590,0,1.05,HIGH,transactional,,heavy duty office chair
scentsy canada workstation,590,21,3.27,LOW,navigational,,heavy duty office chair
office drawers,590,0,1.21,HIGH,transactional,,heavy duty office chair
atwork office furniture,590,0,2.26,HIGH,navigational,,heavy duty office chair
office couch,590,0,3.29,HIGH,transactional,,heavy duty office chair
best desk chairs,590,15,4.46,HIGH,commercial,transactional,heavy duty office chair
best budget office chair,590,24,1.82,HIGH,commercial,transactional,heavy duty office chair
white desk chair,590,0,0.87,HIGH,transactional,,heavy duty office chair
portable office,590,0,8.62,HIGH,transactional,,heavy duty office chair
serta office chair,590,0,0.68,HIGH,transactional,,heavy duty office chair
office furniture edmonton,590,0,4.04,HIGH,navigational,,heavy duty office chair
comfy computer chair,590,16,0.6,HIGH,transactional,,heavy duty office chair
brown leather office chair,480,0,3.2,HIGH,transactional,,heavy duty office chair
office dividers,480,0,7.27,HIGH,transactional,,heavy duty office chair
chairs clipart,480,0,,LOW,transactional,informational,heavy duty office chair
used office furniture toronto,480,19,2.75,HIGH,commercial,transactional,heavy duty office chair
office chair on sale,480,0,1.25,HIGH,transactional,,heavy duty office chair
best home office chair,480,20,3.71,HIGH,commercial,,heavy duty office chair
shared office space,480,13,11.57,LOW,commercial,informational,heavy duty office chair
office desk chair,480,0,3.03,HIGH,transactional,,heavy duty office chair
folding office chair,480,0,0.95,HIGH,transactional,,heavy duty office chair
kids desk and chair set,480,0,0.84,HIGH,transactional,,heavy duty office chair
regus office space,480,0,9.44,MEDIUM,navigational,,heavy duty office chair
office chairs vancouver,480,0,3.9,HIGH,navigational,commercial,heavy duty office chair
evergreen office spaces,480,1,0.93,LOW,navigational,,heavy duty office chair
ergonomic office chair canada,480,1,3.96,HIGH,navigational,,heavy duty office chair
source office furniture vancouver,480,0,0.92,MEDIUM,navigational,,heavy duty office chair
office ideas,480,28,1.12,HIGH,informational,commercial,heavy duty office chair
stones office,480,0,4.25,LOW,navigational,,heavy duty office chair
office rug,480,0,1.29,HIGH,transactional,,heavy duty office chair
home office setup,480,13,1.1,HIGH,informational,,heavy duty office chair
meme office space,480,0,,LOW,navigational,informational,heavy duty office chair
pam office,480,33,,LOW,navigational,,heavy duty office chair
vancouver office chairs,480,0,3.9,HIGH,navigational,"transactional,commercial",heavy duty office chair
murphy bed with desk canada,480,0,1.24,HIGH,navigational,transactional,heavy duty office chair
staples computer chair,480,0,0.47,HIGH,transactional,,heavy duty office chair
home office desk canada,480,0,2.53,HIGH,navigational,,heavy duty office chair
office lamp,480,0,1.08,HIGH,transactional,,heavy duty office chair
milton office space,480,11,11.21,LOW,navigational,,heavy duty office chair
small office ideas for home,480,28,0.65,HIGH,informational,,heavy duty office chair
best computer chair,480,7,3.14,HIGH,commercial,transactional,heavy duty office chair
monarch office supply,480,0,12.77,MEDIUM,navigational,,heavy duty office chair
jim office,480,30,,LOW,navigational,,heavy duty office chair
small home office ideas,480,22,0.65,HIGH,informational,,heavy duty office chair
small office chair,480,2,0.85,HIGH,transactional,,heavy duty office chair
office organizer,480,0,1.51,HIGH,transactional,commercial,heavy duty office chair
standing chair,480,0,1.98,HIGH,transactional,,heavy duty office chair
staples ergonomic chair,480,0,0.95,HIGH,transactional,,heavy duty office chair
ontario return to office,480,5,,LOW,informational,navigational,heavy duty office chair
office furniture toronto,480,0,9.7,HIGH,navigational,commercial,heavy duty office chair
fun office pools,480,44,,LOW,informational,"navigational,commercial",heavy duty office chair
office space memes,480,0,,LOW,informational,,heavy duty office chair
office chair vancouver,480,0,3.9,HIGH,navigational,transactional,heavy duty office chair
office,110000,98,0.79,LOW,informational,,commercial office furniture
desk,33100,0,1.18,HIGH,transactional,informational,commercial office furniture
office chair,33100,16,1.68,HIGH,transactional,,commercial office furniture
chair,27100,14,0.85,HIGH,transactional,informational,commercial office furniture
office space,18100,23,8.03,LOW,commercial,informational,commercial office furniture
standing desk,18100,5,2.73,HIGH,transactional,,commercial office furniture
ergonomic chair,14800,1,1.76,HIGH,transactional,,commercial office furniture
desk chair,9900,9,1.05,HIGH,transactional,,commercial office furniture
computer desk,9900,2,0.97,HIGH,transactional,,commercial office furniture
office desk,9900,0,3.16,HIGH,transactional,,commercial office furniture
ergonomic office chair,9900,2,2.01,HIGH,transactional,,commercial office furniture
gaming desk,8100,0,1.3,HIGH,transactional,,commercial office furniture
the office movers,8100,6,,LOW,commercial,,commercial office furniture
open office,8100,70,0.78,LOW,informational,navigational,commercial office furniture
work from home,8100,0,2.51,MEDIUM,informational,,commercial office furniture
the office moving,8100,5,,LOW,navigational,"informational,commercial",commercial office furniture
l shaped desk,8100,0,2.03,HIGH,transactional,,commercial office furniture
remote work setup,6600,14,,LOW,informational,,commercial office furniture
staples office chairs,6600,0,0.91,HIGH,transactional,,commercial office furniture
desk lamp,6600,0,0.58,HIGH,transactional,,commercial office furniture
corner desk,5400,0,1.05,HIGH,transactional,,commercial office furniture
work bench,5400,0,2.53,HIGH,transactional,,commercial office furniture
office furniture,5400,3,15.72,HIGH,transactional,commercial,commercial office furniture
computer chair,5400,10,0.97,HIGH,transactional,,commercial office furniture
secret labs chair,5400,23,0.44,HIGH,transactional,,commercial office furniture
vanity desk,4400,0,0.62,HIGH,transactional,,commercial office furniture
best office chairs,4400,17,3.77,HIGH,commercial,transactional,commercial office furniture
desk organizer,4400,0,0.79,HIGH,transactional,,commercial office furniture
erin office,4400,17,,LOW,navigational,,commercial office furniture
source office furniture,4400,13,1.1,HIGH,navigational,,commercial office furniture
sit stand desk,4400,0,3.39,HIGH,transactional,,commercial office furniture
