Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
armless-low-back-stacking-chair-mvl2748,Armless Low Back Stacking Chair MVL2748,Furniture > Chairs > Folding Chairs & Stools > Folding Chairs,2,https://v3b.fal.media/files/b/0a979bc4/etb2RPq2dq6TqiHXK-Ts8.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/armless-low-back-stacking-chair-mvl2748-gen-2.jpg,Armless Low Back Stacking Chair MVL2748 - Office Setting,"Professional product photography of Armless Low Back Stacking Chair MVL2748, a office ergonomic chair, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
armless-low-back-stacking-chair-mvl2748,Armless Low Back Stacking Chair MVL2748,Furniture > Chairs > Folding Chairs & Stools > Folding Chairs,3,https://v3b.fal.media/files/b/0a979bc4/q0i1SbjWN0f29A25lXLRA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/armless-low-back-stacking-chair-mvl2748-gen-3.jpg,Armless Low Back Stacking Chair MVL2748 - Workspace View,"Armless Low Back Stacking Chair MVL2748, a office ergonomic chair, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
armless-low-back-stacking-chair-mvl2748,Armless Low Back Stacking Chair MVL2748,Furniture > Chairs > Folding Chairs & Stools > Folding Chairs,4,https://v3b.fal.media/files/b/0a979bc4/xUxXHziMHiEwdwpj7c8he.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/armless-low-back-stacking-chair-mvl2748-gen-4.jpg,Armless Low Back Stacking Chair MVL2748 - Detail Close-Up,"Close-up detail shot of Armless Low Back Stacking Chair MVL2748, a office ergonomic chair, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
temptations-office-suite-copy,The Corporate Office Suite,Furniture > Office Furniture > Office Furniture Sets,2,https://v3b.fal.media/files/b/0a979bc5/KIn2OghluQvObeuIYDbLV.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-copy-gen-2.jpg,The Corporate Office Suite - Office Setting,"Professional product photography of The Corporate Office Suite, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
temptations-office-suite-copy,The Corporate Office Suite,Furniture > Office Furniture > Office Furniture Sets,3,https://v3b.fal.media/files/b/0a979bc5/luVWBuDggBAdFcfX6sp_W.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-copy-gen-3.jpg,The Corporate Office Suite - Workspace View,"The Corporate Office Suite, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
temptations-office-suite-copy,The Corporate Office Suite,Furniture > Office Furniture > Office Furniture Sets,4,https://v3b.fal.media/files/b/0a979bc5/sbrxkDsg7sMH5ocIHurrh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-copy-gen-4.jpg,The Corporate Office Suite - Detail Close-Up,"Close-up detail shot of The Corporate Office Suite, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
temptations-office-suite,Temptations Office Suite,Furniture > Office Furniture > Office Furniture Sets,2,https://v3b.fal.media/files/b/0a979bc5/L3vFYuACtCnw_aN3fDhQj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-gen-2.jpg,Temptations Office Suite - Office Setting,"Professional product photography of Temptations Office Suite, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
temptations-office-suite,Temptations Office Suite,Furniture > Office Furniture > Office Furniture Sets,3,https://v3b.fal.media/files/b/0a979bc5/PJgNnzscwbeY2fPquXMbc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-gen-3.jpg,Temptations Office Suite - Workspace View,"Temptations Office Suite, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
temptations-office-suite,Temptations Office Suite,Furniture > Office Furniture > Office Furniture Sets,4,https://v3b.fal.media/files/b/0a979bc6/fQfRMGw-dwsInRuOPVs9G.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/temptations-office-suite-gen-4.jpg,Temptations Office Suite - Detail Close-Up,"Close-up detail shot of Temptations Office Suite, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
fax-printer-machine-stand,"Fax, Printer, Machine Stand","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Stands",2,https://v3b.fal.media/files/b/0a979bc6/9_YUsVNn2cfG4V1_CfphO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/fax-printer-machine-stand-gen-2.jpg,"Fax, Printer, Machine Stand - Office Setting","Professional product photography of Fax, Printer, Machine Stand, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
fax-printer-machine-stand,"Fax, Printer, Machine Stand","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Stands",3,https://v3b.fal.media/files/b/0a979bc6/ETcaPYk0bHPlBVjyyLiZ0.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/fax-printer-machine-stand-gen-3.jpg,"Fax, Printer, Machine Stand - Workspace View","Fax, Printer, Machine Stand, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
fax-printer-machine-stand,"Fax, Printer, Machine Stand","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Stands",4,https://v3b.fal.media/files/b/0a979bc6/aFmBLp5Eeh7o7jiHnol9Z.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/fax-printer-machine-stand-gen-4.jpg,"Fax, Printer, Machine Stand - Detail Close-Up","Close-up detail shot of Fax, Printer, Machine Stand, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
follower-block-mvlfb,Follower Block MVLFB,Furniture > Cabinets & Storage > File Cabinets,2,https://v3b.fal.media/files/b/0a979bc6/hWtVmu0-3nGqyZnAb279N.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/follower-block-mvlfb-gen-2.jpg,Follower Block MVLFB - Office Setting,"Professional product photography of Follower Block MVLFB, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
follower-block-mvlfb,Follower Block MVLFB,Furniture > Cabinets & Storage > File Cabinets,3,https://v3b.fal.media/files/b/0a979bc6/AgD5w7i8v_3HZBKQZEmy1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/follower-block-mvlfb-gen-3.jpg,Follower Block MVLFB - Workspace View,"Follower Block MVLFB, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
follower-block-mvlfb,Follower Block MVLFB,Furniture > Cabinets & Storage > File Cabinets,4,https://v3b.fal.media/files/b/0a979bc7/JPZSupZgveEFqit2km7Zz.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/follower-block-mvlfb-gen-4.jpg,Follower Block MVLFB - Detail Close-Up,"Close-up detail shot of Follower Block MVLFB, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
levels-bookcase,Levels Bookcase,Furniture > Shelving > Bookcases & Standing Shelves > Modular Bookcases & Shelves,2,https://v3b.fal.media/files/b/0a979bc7/l6P8AwZy8jeYnWAyJzqnn.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/levels-bookcase-gen-2.jpg,Levels Bookcase - Office Setting,"Professional product photography of Levels Bookcase, a bookcase, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
levels-bookcase,Levels Bookcase,Furniture > Shelving > Bookcases & Standing Shelves > Modular Bookcases & Shelves,3,https://v3b.fal.media/files/b/0a979bc7/UbQc-LtnE3DdN0WrwnTTo.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/levels-bookcase-gen-3.jpg,Levels Bookcase - Workspace View,"Levels Bookcase, a bookcase, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
levels-bookcase,Levels Bookcase,Furniture > Shelving > Bookcases & Standing Shelves > Modular Bookcases & Shelves,4,https://v3b.fal.media/files/b/0a979bc7/taiucym7qD8C-5ZlgtBfl.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/levels-bookcase-gen-4.jpg,Levels Bookcase - Detail Close-Up,"Close-up detail shot of Levels Bookcase, a bookcase, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
keys-2-set,Keys 2/set,Hardware > Locks & Keys > Key Blanks,2,https://v3b.fal.media/files/b/0a979bc7/o8c6y1GUSQlod-Qnx5Q42.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/keys-2-set-gen-2.jpg,Keys 2/set - Office Setting,"Professional product photography of Keys 2/set, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
keys-2-set,Keys 2/set,Hardware > Locks & Keys > Key Blanks,3,https://v3b.fal.media/files/b/0a979bc8/-psshfGOaXC0PYJCcREvM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/keys-2-set-gen-3.jpg,Keys 2/set - Workspace View,"Keys 2/set, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
keys-2-set,Keys 2/set,Hardware > Locks & Keys > Key Blanks,4,https://v3b.fal.media/files/b/0a979bc8/P_zbVbQLD0jraPtau2Sfh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/keys-2-set-gen-4.jpg,Keys 2/set - Detail Close-Up,"Close-up detail shot of Keys 2/set, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",Furniture > Cabinets & Storage > File Cabinets,2,https://v3b.fal.media/files/b/0a979bc8/m7YLKQueZzxpt36Uy-qzy.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-16w-box-box-file-mobile-pedestal-nlmp23bbf-gen-2.jpg,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Office Setting","Professional product photography of Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",Furniture > Cabinets & Storage > File Cabinets,3,https://v3b.fal.media/files/b/0a979bc8/oCl6B2oKut_gQ3L4sllhd.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-16w-box-box-file-mobile-pedestal-nlmp23bbf-gen-3.jpg,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Workspace View","Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",Furniture > Cabinets & Storage > File Cabinets,4,https://v3b.fal.media/files/b/0a979bc8/QqryI1bk7QKnA3SWhDv1o.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-16w-box-box-file-mobile-pedestal-nlmp23bbf-gen-4.jpg,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Detail Close-Up","Close-up detail shot of Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574)","Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs",2,https://v3b.fal.media/files/b/0a979bc9/B5ZAY18GW2lh4OJikHnm2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/sonic-armchair-upholstered-seat-polypropylene-back-casters-6574-gen-2.jpg,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574) - Office Setting","Professional product photography of Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574), a office ergonomic chair, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
