handle,title,type_bucket,product_type,vendor,sold_orders,sold_revenue,has_image,has_price,all_oos,rule_applied,proposed_action,reason,proposed_tags,admin_url
overtime-350-high-back-heavy-duty-multi-tilter-mvl13040,Overtime 350 | High Back Heavy Duty Multi-Tilter MVL13040,Chairs,,Business Interiors,1,2099.97,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9667800334649
overtime-high-back-multi-tilter-chair-mvl2756,Overtime | High Back Multi-Tilter Chair MVL2756,Chairs,,Business Interiors,7,5299.87,Y,Y,N,sold,keep-live,7 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666757919033
pacific-high-back-tilter,Pacific High Back Tilter MVL11870,Chairs,,Business Interiors,1,339.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747446432057
raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B,Chairs,,Business Interiors,4,2499.95,Y,Y,N,sold,keep-live,4 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9745595597113
regalia-task-mesh-chair-otg10892,Regalia Task Mesh Chair OTG10892,Chairs,,Business Interiors,2,699.98,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9706986733881
robust-high-back-multi-tilter-chair-500lb-weight-capacity-glb74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475,Chairs,,Business Interiors,2,3399.98,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666742124857
roma-1900-nesting-chair,Roma 1900 Nesting Chair,Chairs,,Business Interiors,1,5399.88,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9719788732729
sidero-guest-chair-28-colour-options,Sidero Guest Chair 28 Colour Options,Chairs,,Business Interiors,3,3779.86,Y,Y,N,sold,keep-live,3 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699268591929
sidero-tablet-chair,Sidero Tablet Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9719771300153
six-31-medium-back-multi-tilter-glbotg11631b,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B,Chairs,,Business Interiors,2,1619.77,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666756935993
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,"Sonic™ Armless Counter Stool, Polypropylene Seat & Back (6558CS)",Chairs,,Office Central & Brant Business Interiors,1,401.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10042767475001
sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747454427449
trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,Chairs,,Business Interiors,1,599.97,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747450822969
tritek-7472-3-chair,Tritek 7472-3 Chair,Chairs,,Office Central & Brant Business Interiors,1,849.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10016146129209
ultra-armless-high-back-tilter-mvl11732,Ultra | Armless High Back Tilter MVL11732,Chairs,,Business Interiors,1,399.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771602084153
ultra-high-back-tilter-with-arms-mvl11730,Ultra | High Back Tilter with Arms MVL11730,Chairs,,Business Interiors,2,2699.94,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771600707897
vion-mesh-high-back-chair-1,VION Mesh High Back Chair,Chairs,,Business Interiors,1,2716.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9499576009017
willow-bariatric-chair,Willow Bariatric Chair,Chairs,,Business Interiors,1,2100.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9685598110009
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,Zim Synchro-Tilter Chair High Back Mesh Mesh Back,Chairs,,Business Interiors,1,679.98,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9039323201849
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B",Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747452592441
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",Desks,,Business Interiors,1,1249.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9103190196537
desk-shell-5-sizes,Desk Shell (5 Sizes),Desks,,Business Interiors,1,399.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9757722313017
desk-single-pedestal-bbf,Desk Single Pedestal BBF,Desks,,Business Interiors,2,2219.97,Y,Y,N,sold,keep-live,2 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9688139923769
height-adjustable-table-5-sizes,Electric Height Adjustable Sit to Stand Desks,Desks,,Business Interiors,10,11199.86,Y,Y,N,sold,keep-live,10 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9687458873657
executive-u-shape-desk-set,Executive U-Shape Desk Set,Desks,,Business Interiors,2,3799.98,Y,Y,N,sold,keep-live,2 units sold,"desks, private-office",https://admin.shopify.com/store/office-central/products/9785152078137
innovations-double-pedestal-desk-bf-bf-5-sizes-8-colours,"INNOVATIONS Double Pedestal Desk bf/bf 5 Sizes, 8 Colours",Desks,,Business Interiors,2,1719.98,Y,Y,N,sold,keep-live,2 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9733212438841
l-shape-desk-hutch,L-Shape Desk & Hutch,Desks,,Business Interiors,5,12879.92,Y,Y,N,sold,keep-live,5 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9666764865849
l-shape-desk-8-sizes-9-colour-options-1,L-Shape Desk (8 Sizes & 9 Colour options),Desks,,Business Interiors,3,6518.95,Y,Y,N,sold,keep-live,3 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9746754732345
l-shape-desk-8-sizes-9-colour-options-2,L-Shape Desk (8 Sizes & 9 Colour options),Desks,,Business Interiors,2,2851.99,Y,Y,N,sold,keep-live,2 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9746782093625
l-shape-desk-8-sizes-9-colour-options,L-Shape Desk (8 Sizes & 9 Colour options),Desks,,Business Interiors,4,7529.92,Y,Y,N,sold,keep-live,4 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9746797494585
l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,Desks,,Business Interiors,1,5198.0,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9665339851065
l-shape-loop-leg-desk,L-Shape Loop Leg Desk,Desks,,Business Interiors,1,1199.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9666794258745
l-shape-workstations,"L-Shape Workstations (9 Sizes, 8 Colours)",Desks,,Office Central & Brant Business Interiors,1,799.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/10053881692473
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",Desks,,Business Interiors,1,399.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9667819798841
table-desk-1,Table Desk,Desks,,Business Interiors,3,4349.9,Y,Y,N,sold,keep-live,3 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9782640640313
u-shape-desk-nlp205,U-Shape Desk NLP205,Desks,,Business Interiors,1,2099.99,Y,Y,N,sold,keep-live,1 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9468352889145
u-shape-height-adjust-desk,U-Shape Height Adjust Desk,Desks,,Business Interiors,3,9599.96,Y,Y,N,sold,keep-live,3 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9499674050873
u-shape-height-adjustable-desk-suite-zira,U-Shape Height Adjustable Desk Suite Zira,Desks,,Business Interiors,2,14762.0,Y,Y,N,sold,keep-live,2 units sold,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9688255365433
zira-workstation-3-person,Zira Workstation 3 Person,Desks,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"desks, open-plan",https://admin.shopify.com/store/office-central/products/9688253759801
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,Lounge,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,lounge,https://admin.shopify.com/store/office-central/products/9692001993017
citi-lounge-seating-3-sizes-available,Lounge Seating (3 sizes available),Lounge,,Office Central & Brant Business Interiors,1,1569.99,Y,Y,N,sold,keep-live,1 units sold,"lounge, lounge",https://admin.shopify.com/store/office-central/products/10002251514169
lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,Lounge,,Business Interiors,2,1887.97,Y,Y,N,sold,keep-live,2 units sold,"lounge, lounge",https://admin.shopify.com/store/office-central/products/9682802147641
sirena-lounge-chair-3371,Sirena Lounge Chair,Lounge,,Office Central & Brant Business Interiors,1,1653.98,Y,Y,N,sold,keep-live,1 units sold,"lounge, lounge",https://admin.shopify.com/store/office-central/products/9893663277369
additional-services-dismantle-re-assemble,Additional Services-Dismantle & Re-Assemble,Other,,Office Central & Brant Business Interiors,2,0.0,N,N,N,sold,keep-live,2 units sold,,https://admin.shopify.com/store/office-central/products/9916922233145
bar-leaner-1-span-collaborative,Bar Leaner 1-Span Collaborative,Other,,Business Interiors,3,2321.99,Y,Y,N,sold,keep-live,3 units sold,,https://admin.shopify.com/store/office-central/products/9666368602425
colour,Colour,Other,Avis-add-charge,Office Central & Brant Business Interiors,3,750.0,N,Y,N,sold,keep-live,3 units sold,,https://admin.shopify.com/store/office-central/products/10052613177657
delivery-charge-85-00,Delivery Charge $85.00,Other,,Business Interiors,1,85.0,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9746670092601
delivery-charge-175-00,Delivery Charge 175.00,Other,,Business Interiors,1,175.0,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9778565120313
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",Other,,Business Interiors,1,797.99,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9685440528697
indigenous-medicine-wheel-huddl,Indigenous Medicine Wheel HUDDL,Other,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,first-nations,https://admin.shopify.com/store/office-central/products/9864578040121
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Other,,Business Interiors,2,2399.98,Y,Y,N,sold,keep-live,2 units sold,,https://admin.shopify.com/store/office-central/products/9840929276217
installation1000,Installation1000,Other,,Business Interiors,1,1000.0,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9746802016569
installation475,Installation475,Other,,Business Interiors,1,475.0,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9746789433657
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",Other,,Business Interiors,1,1599.99,Y,Y,N,sold,keep-live,1 units sold,reception,https://admin.shopify.com/store/office-central/products/9103183151417
offices-to-go-newland-l-shaped-suite-nlp420,Offices to Go® Newland™ L-Shaped Suite NLP420,Other,,Business Interiors,1,1799.99,Y,Y,N,sold,keep-live,1 units sold,,https://admin.shopify.com/store/office-central/products/9855824068921
offices-to-go-newland-u-shaped-suites-nlp406,Offices to Go® Newland™ U-Shaped Suites NLP406,Other,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,,https://admin.shopify.com/store/office-central/products/9855852380473
please-select-a-finish-1,Please Select a Finish,Other,Avis-add-charge,Office Central & Brant Business Interiors,2,700.0,N,Y,N,sold,keep-live,2 units sold,,https://admin.shopify.com/store/office-central/products/9893783208249
please-select-a-finish,Please select a Finish,Other,Avis-add-charge,Business Interiors,7,595.0,N,Y,N,sold,keep-live,7 units sold,,https://admin.shopify.com/store/office-central/products/9769384116537
sidero-1,SIDERO,Other,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,,https://admin.shopify.com/store/office-central/products/9685618884921
outdoor-steel-bench,Outdoor Steel Bench,Outdoor,,Business Interiors,1,2900.0,Y,Y,N,sold,keep-live,1 units sold,outdoor,https://admin.shopify.com/store/office-central/products/9676932350265
2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,Storage,,Business Interiors,1,329.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9727968149817
2600-series-4-drawer-vertical-file-legal-26-451,"2600 Series 4 Drawer Vertical File, Legal (26-451)",Storage,,Office Central & Brant Business Interiors,1,1484.97,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/10095599190329
4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,Storage,,Business Interiors,2,919.98,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9727969984825
bookcase,Bookcase,Storage,,Business Interiors,1,269.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9698682044729
bookcase-15-sizes-available,Bookcase (15 Sizes Available),Storage,,Business Interiors,1,919.98,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9698697576761
bookcase-1-shelf-32-wide-x-72-high,"Bookcase - 1"" Shelf 32"" Wide x 72"" High",Storage,,Business Interiors,1,380.54,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9099312267577
bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" Wide x 14"" Deep",Storage,,Business Interiors,2,589.98,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9698674803001
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,Storage,,Business Interiors,1,525.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9788108833081
credenza-scmsu,Credenza SCMSU,Storage,,Business Interiors,1,2399.98,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9763442524473
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,Storage,,Business Interiors,1,539.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9800572797241
large-fire-water-safe-13-x-16-x-19-black-2,"Large Fire/Water Safe 13"" x 16"" x 19"" - Black",Storage,,Business Interiors,2,739.78,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9098317070649
mobile-drawer-unit-with-locks-inv-mpuf,Mobile Drawer Unit with Locks INV-MPUF,Storage,,Business Interiors,1,499.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9716463075641
mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,Storage,,Business Interiors,3,1089.97,Y,Y,N,sold,keep-live,3 units sold,storage,https://admin.shopify.com/store/office-central/products/9745591533881
multi-storage-cabinet-93365msl,Multi-Storage Cabinet 93365MSL,Storage,,Business Interiors,1,1299.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9733021401401
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Storage,,Business Interiors,2,1336.85,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9103190753593
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",Storage,,Office Central & Brant Business Interiors,1,539.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9950669635897
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),Storage,,Business Interiors,4,2019.94,Y,Y,N,sold,keep-live,4 units sold,storage,https://admin.shopify.com/store/office-central/products/9103392276793
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),Storage,,Business Interiors,1,419.99,Y,Y,N,sold,keep-live,1 units sold,storage,https://admin.shopify.com/store/office-central/products/9727990038841
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",Storage,,Business Interiors,2,8879.93,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9114485391673
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",Storage,,Business Interiors,2,1059.98,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9103385526585
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Storage,,Business Interiors,3,1199.96,Y,Y,N,sold,keep-live,3 units sold,storage,https://admin.shopify.com/store/office-central/products/9727967494457
wood-laminate-storage-cabinets,Wood Laminate Storage cabinets,Storage,,Business Interiors,2,2399.98,Y,Y,N,sold,keep-live,2 units sold,storage,https://admin.shopify.com/store/office-central/products/9788608184633
boat-shaped-conference-table,Boat Shaped Conference Table,Tables,,Business Interiors,1,899.99,Y,Y,N,sold,keep-live,1 units sold,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9103187345721
coffee-table-1,Coffee Table,Tables,,Business Interiors,1,359.99,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/9862922142009
d-top-table,D-Top Table With or Without Modesty,Tables,,Office Central & Brant Business Interiors,2,1999.96,Y,Y,N,sold,keep-live,2 units sold,tables,https://admin.shopify.com/store/office-central/products/9922963079481
folding-table-24-x-48-1,"Folding Table  24""  x 48""",Tables,,Business Interiors,1,501.16,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/9103177056569
loop-leg-table,LOOP Leg Table,Tables,,Business Interiors,2,5099.87,Y,Y,N,sold,keep-live,2 units sold,tables,https://admin.shopify.com/store/office-central/products/9724647440697
medicine-wheel-table-indigenous,Medicine Wheel Table Indigenous,Tables,,Business Interiors,3,9795.95,Y,Y,N,sold,keep-live,3 units sold,"tables, first-nations",https://admin.shopify.com/store/office-central/products/9683112067385
napa-boardroom-conference-table,Napa Boardroom Conference Table,Tables,,Business Interiors,2,1379.98,Y,Y,N,sold,keep-live,2 units sold,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9724981215545
offices-to-go-ionic-table-36-x-36-x-29-material-metal-base-finish-absolute-acajou-black-base-sandtex-1,"Offices To Go Ionic Table - 36"" x 36"" x 29"" - Material: Metal Base - Finish: Absolute Acajou, Black Base, Sandtex",Tables,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,tables,https://admin.shopify.com/store/office-central/products/9103429927225
pneumatic-height-adjustable-table,Pneumatic Height Adjustable Table,Tables,,Business Interiors,1,3079.96,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/9725753360697
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,Tables,,Business Interiors,2,3399.98,Y,Y,N,sold,keep-live,2 units sold,tables,https://admin.shopify.com/store/office-central/products/9687455924537
premium-height-adjustable-table-1,Premium Height Adjustable Table,Tables,,Business Interiors,5,6898.95,Y,Y,N,sold,keep-live,5 units sold,tables,https://admin.shopify.com/store/office-central/products/9665360331065
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",Tables,,Business Interiors,1,619.99,Y,Y,N,sold,keep-live,1 units sold,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9851761426745
round-table-42,"Round Table 42""",Tables,,Office Central & Brant Business Interiors,1,449.0,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/10132451787065
round-table-42-high-bar-height,"Round Table 42"" High Bar Height",Tables,,Business Interiors,1,989.97,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/9103357116729
sidero-tablet-arm,Sidero Tablet Arm,Tables,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,tables,https://admin.shopify.com/store/office-central/products/9719783162169
square-table-x-base-3-sizes,Square Table - X-Base 3 Sizes,Tables,,Business Interiors,2,3499.9,Y,Y,N,sold,keep-live,2 units sold,tables,https://admin.shopify.com/store/office-central/products/9826729656633
table-tops,Table Tops (17 Shapes & Sizes),Tables,,Office Central & Brant Business Interiors,1,366.0,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/10085804048697
training-flip-top-tables-1,Training Flip Top Tables,Tables,,Business Interiors,4,9289.79,Y,Y,N,sold,keep-live,4 units sold,"tables, training-room",https://admin.shopify.com/store/office-central/products/9686674637113
upscale-table-1,UPSCALE Table,Tables,,Business Interiors,1,869.99,Y,Y,N,sold,keep-live,1 units sold,tables,https://admin.shopify.com/store/office-central/products/9674761797945
zira-conference-table-9-sizes,Zira Conference Table - 9 Sizes,Tables,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9103414755641
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,Accessories,Sound dampeners,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",accessories,https://admin.shopify.com/store/office-central/products/9833161556281
corner-maker-2-sizes,Corner Maker 2 sizes,Accessories,,Office Central & Brant Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,accessories,https://admin.shopify.com/store/office-central/products/10102691627321
custom-reception-unit-accessories,Custom Reception Unit & Accessories,Accessories,,Office Central & Brant Business Interiors,0,0.0,Y,N,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"accessories, reception",https://admin.shopify.com/store/office-central/products/10008720867641
otgma2-dual-monitor-arm,OTGMA2 Dual Monitor Arm,Accessories,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,accessories,https://admin.shopify.com/store/office-central/products/9676167774521
anda-seat-phantom-king-gaming-style-office-chair,Anda Seat Phantom King Gaming Style Office Chair,Chairs,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9725776691513
auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699889086777
auditorium-lecture-hall-seating-my-space,Auditorium / Lecture Hall Seating My Space,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699886203193
auditorium-lecture-hall-seating-omni,Auditorium / Lecture Hall Seating Omni,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699883254073
auditorium-lecture-hall-seating-primo,Auditorium / Lecture Hall Seating Primo,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699887710521
bolt-mesh-back-tilter-otg11510b,Bolt | Mesh Back Tilter OTG11510B,Chairs,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9708349915449
canopy-seating,Canopy Seating,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9699892035897
dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,Chairs,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9822363451705
eor-guest-chair-mvl3920b,EOR Guest chair MVL3920B,Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9982113481017
ibex-mesh-seat-back-drafting-chair-stool-1,Ibex | Mesh Seat & Back Drafting Chair Stool,Chairs,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666389967161
luray-executive-chair,LURAY Executive Chair,Chairs,,Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"chairs, private-office",https://admin.shopify.com/store/office-central/products/9847159750969
teknion-seating,Teknion Seating,Chairs,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","chairs, open-plan",https://admin.shopify.com/store/office-central/products/9748339360057
electric-desk-riser-dual-monitor-arm,Electric Desk Riser + Dual Monitor Arm,Desks,,Office Central & Brant Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"desks, open-plan",https://admin.shopify.com/store/office-central/products/10128802709817
evolve-workstations,Evolve Workstations,Desks,,Office Central & Brant Business Interiors,0,0.0,Y,Y,Y,sold-out,keep-live-quote,all variants out of stock — show quote button,"desks, open-plan",https://admin.shopify.com/store/office-central/products/10170849231161
teknion-lounge,"Teknion ""Lounge""",Lounge,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button","lounge, lounge",https://admin.shopify.com/store/office-central/products/9748330873145
boulevard-system-3,Boulevard System 3,Other,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",,https://admin.shopify.com/store/office-central/products/9682812207417
diet,Diet,Other,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",,https://admin.shopify.com/store/office-central/products/9682813813049
dispose,Disposal Program,Other,,Office Central & Brant Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",,https://admin.shopify.com/store/office-central/products/9905594925369
pod-phone-booths,POD Phone Booths,Other,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",,https://admin.shopify.com/store/office-central/products/9683089654073
sonoma,Sonoma,Other,,Business Interiors,0,0.0,Y,N,N,$0-showcase,keep-live-quote,"no price set, real product — quote button",,https://admin.shopify.com/store/office-central/products/9683498795321
