handle,product_id,title,status,current_vendor,proposed_vendor,confidence,matched_pattern,will_change,is_hero_100
wind-lounge-seating,gid://shopify/Product/9676171379001,Wind lounge seating,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
work-table-at,gid://shopify/Product/9826724872505,Work table at,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
workstation-96-x-50-x-29-4-person-station,gid://shopify/Product/9103363014969,"Workstation - 96"" x 50"" x 29"" (4 person station) — 96"" x 50"" x 29""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
workstation-u-shape,gid://shopify/Product/9039374582073,Workstation U Shape,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
workway-planters,gid://shopify/Product/9724679127353,Workway planters,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
xplorer-51-gaming-chair,gid://shopify/Product/9725750247737,Xplorer 51 gaming chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
yoho-armless-drafting-task-chair-stool,gid://shopify/Product/9666387476793,Yoho | armless drafting task chair stool,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
yoho-medium-back-task-chair-mvl2778,gid://shopify/Product/9778292195641,Yoho | medium back task chair — MVL2778,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
yoho-task-chairs,gid://shopify/Product/9776145465657,Yoho task chairs,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,gid://shopify/Product/9039323201849,Zim synchro-tilter chair high back mesh mesh back,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,gid://shopify/Product/9747452592441,"Zune tilter chair - black fabric seat - plastic, mesh back - medium back — OTG11751B",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
